FIPStxt,Stabr,Unemployment_rate_2008,Unemployment_rate_2012,Unemployment_rate_2016
00000,US,5.788697231210938,8.070436331325027,4.8690066110480466
01000,AL,5.7,8.0,5.8
01001,AL,5.1,6.9,5.1
01003,AL,4.6,7.5,5.3
01005,AL,8.8,11.5,8.3
01007,AL,5.8,8.5,6.4
01009,AL,4.7,6.9,5.4
01011,AL,10.5,10.4,6.8
01013,AL,8.5,11.5,6.9
01015,AL,5.7,8.9,6.5
01017,AL,14.4,9.9,5.4
01019,AL,5.7,8.0,5.0
01021,AL,5.1,7.2,5.5
01023,AL,8.3,10.3,8.5
01025,AL,9.0,15.0,10.8
01027,AL,7.9,9.4,5.9
01029,AL,5.1,8.2,6.0
01031,AL,4.8,7.0,5.8
01033,AL,6.5,8.8,6.9
01035,AL,9.4,11.9,8.4
01037,AL,8.3,9.4,6.0
01039,AL,5.9,8.4,6.7
01041,AL,5.6,8.3,5.8
01043,AL,4.9,7.7,5.0
01045,AL,5.4,7.4,5.8
01047,AL,11.1,12.9,9.2
01049,AL,5.8,9.0,6.0
01051,AL,5.1,6.9,4.7
01053,AL,7.6,9.2,6.6
01055,AL,6.0,8.2,5.9
01057,AL,7.2,8.6,6.7
01059,AL,7.4,8.4,5.9
01061,AL,5.5,7.6,5.8
01063,AL,8.5,13.6,9.9
01065,AL,7.4,11.5,7.6
01067,AL,7.7,8.3,6.5
01069,AL,4.9,7.5,5.8
01071,AL,6.2,8.6,6.3
01073,AL,5.4,7.4,5.7
01075,AL,8.0,7.5,5.6
01077,AL,5.7,7.7,6.3
01079,AL,6.5,9.0,6.9
01081,AL,5.2,6.8,5.2
01083,AL,4.7,6.9,5.2
01085,AL,10.9,15.4,10.5
01087,AL,7.4,10.7,7.6
01089,AL,4.2,6.9,5.1
01091,AL,7.4,10.2,7.1
01093,AL,8.0,8.9,6.6
01095,AL,4.7,7.8,5.3
01097,AL,5.7,9.2,6.6
01099,AL,10.2,12.5,9.0
01101,AL,5.9,8.1,5.6
01103,AL,5.2,7.8,5.5
01105,AL,11.3,13.3,10.3
01107,AL,7.1,10.2,6.8
01109,AL,4.9,8.0,6.5
01111,AL,7.3,9.2,5.6
01113,AL,8.0,8.8,5.5
01115,AL,5.0,6.9,5.2
01117,AL,3.7,5.0,4.3
01119,AL,8.7,10.5,7.7
01121,AL,7.2,9.4,6.6
01123,AL,7.2,8.6,5.6
01125,AL,4.7,7.0,5.6
01127,AL,5.7,9.2,7.4
01129,AL,8.4,11.9,8.6
01131,AL,14.0,19.9,14.4
01133,AL,8.7,10.0,7.1
02000,AK,6.7,7.1,6.9
02013,AK,8.7,6.8,2.7
02016,AK,5.8,6.9,3.3
02020,AK,5.4,5.4,5.5
02050,AK,13.9,15.4,14.2
02060,AK,4.9,9.8,7.0
02068,AK,6.1,13.8,9.1
02070,AK,9.3,9.9,9.6
02090,AK,6.1,6.1,5.9
02100,AK,8.8,10.0,10.3
02105,AK,,14.3,11.8
02110,AK,4.8,5.1,4.5
02122,AK,8.2,8.6,8.5
02130,AK,5.9,8.1,6.5
02150,AK,6.8,6.7,5.1
02158,AK,20.6,22.1,21.6
02164,AK,6.9,15.2,12.5
02170,AK,7.6,8.7,8.2
02180,AK,10.4,11.7,12.7
02185,AK,4.2,7.7,6.8
02188,AK,11.6,15.7,16.0
02195,AK,,8.1,9.0
02198,AK,,13.3,12.2
02201,AK,13.8,,
02220,AK,5.8,5.7,4.6
02230,AK,,14.1,11.2
02232,AK,12.9,,
02240,AK,8.8,12.9,10.8
02261,AK,8.4,9.7,8.6
02275,AK,,8.2,7.5
02280,AK,10.7,,
02282,AK,7.5,9.7,8.2
02290,AK,14.1,17.4,17.9
04000,AZ,6.2,8.3,5.4
04001,AZ,11.6,19.0,11.4
04003,AZ,5.9,9.0,6.2
04005,AZ,5.6,8.6,6.0
04007,AZ,6.5,10.2,7.2
04009,AZ,7.1,8.5,6.7
04011,AZ,5.3,8.2,7.6
04012,AZ,7.7,8.6,6.0
04013,AZ,5.4,7.3,4.6
04015,AZ,7.7,11.0,6.6
04017,AZ,10.1,14.1,8.2
04019,AZ,5.8,7.4,4.9
04021,AZ,7.4,8.5,5.5
04023,AZ,11.0,15.4,10.0
04025,AZ,6.2,8.6,4.9
04027,AZ,18.4,23.9,18.8
05000,AR,5.5,7.6,4.0
05001,AR,9.8,8.8,3.4
05003,AR,7.6,12.0,6.1
05005,AR,6.0,8.4,4.3
05007,AR,4.1,6.0,2.9
05009,AR,5.5,7.6,3.7
05011,AR,7.2,10.7,5.0
05013,AR,6.2,9.1,4.6
05015,AR,4.5,6.3,3.6
05017,AR,8.3,11.4,6.6
05019,AR,5.9,9.9,4.3
05021,AR,8.1,11.0,5.6
05023,AR,5.6,8.5,5.9
05025,AR,5.9,7.4,4.5
05027,AR,7.0,9.0,5.7
05029,AR,5.5,9.2,5.7
05031,AR,4.9,6.9,3.2
05033,AR,4.9,8.0,3.9
05035,AR,7.9,9.6,4.5
05037,AR,6.8,7.9,4.4
05039,AR,7.2,11.1,4.8
05041,AR,8.8,9.9,5.4
05043,AR,7.9,10.5,5.7
05045,AR,4.8,6.6,3.8
05047,AR,4.5,7.1,4.0
05049,AR,5.2,7.2,4.3
05051,AR,5.6,7.9,4.3
05053,AR,5.2,6.8,3.6
05055,AR,6.6,8.7,4.3
05057,AR,5.8,7.3,3.8
05059,AR,6.6,7.2,3.9
05061,AR,5.5,6.7,3.3
05063,AR,7.0,9.2,4.9
05065,AR,6.7,8.8,5.6
05067,AR,7.8,10.8,6.2
05069,AR,7.7,10.0,5.6
05071,AR,4.7,7.4,4.7
05073,AR,7.1,9.4,5.8
05075,AR,7.1,9.1,4.3
05077,AR,8.5,9.5,4.7
05079,AR,8.1,8.8,4.8
05081,AR,3.9,7.3,4.7
05083,AR,6.5,8.0,4.6
05085,AR,4.5,6.4,3.3
05087,AR,4.4,5.9,3.2
05089,AR,6.3,8.2,4.0
05091,AR,4.0,6.0,4.2
05093,AR,7.7,11.0,6.8
05095,AR,6.4,9.0,4.8
05097,AR,5.7,8.4,5.1
05099,AR,6.8,7.8,3.7
05101,AR,5.7,7.3,3.9
05103,AR,6.4,10.4,5.0
05105,AR,5.6,9.1,4.8
05107,AR,7.2,11.6,5.9
05109,AR,6.1,9.0,4.2
05111,AR,6.4,8.7,4.3
05113,AR,5.2,7.4,4.9
05115,AR,4.9,7.3,4.6
05117,AR,5.7,7.6,3.8
05119,AR,4.8,6.9,3.5
05121,AR,8.2,10.8,4.6
05123,AR,9.4,10.8,5.2
05125,AR,4.5,6.1,3.1
05127,AR,4.8,6.7,3.7
05129,AR,5.4,8.2,4.6
05131,AR,5.0,7.9,3.7
05133,AR,4.1,8.7,4.8
05135,AR,7.5,10.1,5.4
05137,AR,6.6,8.2,5.1
05139,AR,6.4,9.2,5.5
05141,AR,6.6,10.1,6.9
05143,AR,4.2,5.6,2.8
05145,AR,6.0,7.9,5.2
05147,AR,8.0,10.2,5.5
05149,AR,4.5,6.7,4.5
06000,CA,7.3,10.4,5.5
06001,CA,6.2,8.7,4.3
06003,CA,10.5,11.2,6.3
06005,CA,7.7,12.3,5.9
06007,CA,8.5,12.2,6.6
06009,CA,8.7,12.4,5.7
06011,CA,13.8,20.7,15.6
06013,CA,6.2,8.9,4.5
06015,CA,8.8,13.5,7.5
06017,CA,7.0,10.2,5.1
06019,CA,10.6,15.1,9.5
06021,CA,10.5,14.2,8.3
06023,CA,7.3,9.6,4.9
06025,CA,22.6,27.4,24.1
06027,CA,6.6,9.1,5.3
06029,CA,9.8,13.1,10.4
06031,CA,10.6,14.9,10.0
06033,CA,10.7,12.8,6.7
06035,CA,9.6,12.5,6.9
06037,CA,7.6,10.9,5.3
06039,CA,9.5,14.4,9.2
06041,CA,4.7,6.3,3.3
06043,CA,7.5,12.2,6.9
06045,CA,6.9,10.0,5.3
06047,CA,12.6,16.3,10.6
06049,CA,9.7,14.4,7.8
06051,CA,5.9,10.3,5.4
06053,CA,8.5,11.6,7.7
06055,CA,5.1,8.4,4.3
06057,CA,6.6,9.7,4.8
06059,CA,5.3,7.9,4.0
06061,CA,6.5,9.4,4.5
06063,CA,10.6,16.1,9.7
06065,CA,8.6,11.6,6.1
06067,CA,7.2,10.5,5.4
06069,CA,9.7,13.0,6.7
06071,CA,8.0,11.4,5.8
06073,CA,6.0,9.1,4.7
06075,CA,5.3,6.8,3.3
06077,CA,10.4,14.4,8.1
06079,CA,5.8,8.2,4.3
06081,CA,4.9,6.4,3.0
06083,CA,5.5,8.4,5.1
06085,CA,6.0,7.9,3.8
06087,CA,7.4,11.8,7.0
06089,CA,10.1,14.2,7.0
06091,CA,10.6,14.4,7.6
06093,CA,10.2,15.6,8.5
06095,CA,6.9,10.7,5.5
06097,CA,5.8,8.9,4.0
06099,CA,11.1,14.9,8.6
06101,CA,12.4,16.8,9.7
06103,CA,9.2,13.7,7.1
06105,CA,12.8,14.6,7.1
06107,CA,10.8,16.2,11.2
06109,CA,8.0,13.0,6.2
06111,CA,6.3,9.1,5.2
06113,CA,7.4,10.6,5.9
06115,CA,11.9,15.4,8.6
08000,CO,4.8,7.9,3.3
08001,CO,5.4,9.4,3.6
08003,CO,5.2,10.4,4.0
08005,CO,4.9,7.7,3.1
08007,CO,5.1,10.0,3.3
08009,CO,3.4,4.5,1.7
08011,CO,6.2,8.4,3.1
08013,CO,4.1,6.2,2.7
08014,CO,4.5,6.6,2.9
08015,CO,4.5,6.8,2.6
08017,CO,2.7,4.6,2.2
08019,CO,4.6,7.0,3.2
08021,CO,7.3,10.6,4.9
08023,CO,7.7,11.4,4.8
08025,CO,7.4,8.1,3.5
08027,CO,5.1,6.3,3.1
08029,CO,4.4,9.7,4.9
08031,CO,5.4,7.9,3.1
08033,CO,7.2,10.2,3.9
08035,CO,4.2,6.0,2.7
08037,CO,3.6,7.2,2.7
08039,CO,4.8,7.1,2.6
08041,CO,5.7,8.9,3.8
08043,CO,6.3,11.7,5.2
08045,CO,3.1,8.5,3.5
08047,CO,4.2,6.7,2.4
08049,CO,3.7,7.2,2.7
08051,CO,3.6,6.0,2.3
08053,CO,3.3,4.8,2.5
08055,CO,6.4,14.2,6.3
08057,CO,3.2,5.2,2.7
08059,CO,4.7,7.4,3.0
08061,CO,3.7,4.5,2.0
08063,CO,3.4,4.4,2.1
08065,CO,4.6,8.6,2.9
08067,CO,3.6,6.6,2.9
08069,CO,4.2,6.7,2.8
08071,CO,4.5,12.0,5.0
08073,CO,3.7,6.5,2.5
08075,CO,3.9,6.0,2.9
08077,CO,3.9,9.7,5.3
08079,CO,5.5,5.4,2.2
08081,CO,3.8,8.3,4.0
08083,CO,5.2,8.5,5.0
08085,CO,5.0,10.3,4.1
08087,CO,4.2,6.8,3.5
08089,CO,5.9,10.3,4.7
08091,CO,3.7,9.4,3.7
08093,CO,4.8,6.9,2.8
08095,CO,3.4,5.1,2.0
08097,CO,3.3,7.2,3.4
08099,CO,4.5,7.0,3.2
08101,CO,6.1,10.7,4.8
08103,CO,2.6,8.3,5.1
08105,CO,5.7,12.2,4.9
08107,CO,3.4,7.2,2.6
08109,CO,7.2,11.1,4.9
08111,CO,5.6,9.9,3.8
08113,CO,3.9,7.8,3.3
08115,CO,3.2,7.0,2.3
08117,CO,3.7,6.0,2.1
08119,CO,5.5,8.4,3.7
08121,CO,3.2,4.9,2.2
08123,CO,5.2,7.8,3.4
08125,CO,2.7,5.1,2.1
09000,CT,5.7,8.3,5.1
09001,CT,5.2,7.8,4.9
09003,CT,6.0,8.5,5.4
09005,CT,5.3,7.6,4.7
09007,CT,4.8,7.2,4.4
09009,CT,6.2,9.1,5.5
09011,CT,5.4,8.7,5.1
09013,CT,4.8,7.3,4.5
09015,CT,6.6,9.4,5.6
10000,DE,4.9,7.2,4.5
10001,DE,4.9,7.9,4.9
10003,DE,4.9,7.0,4.4
10005,DE,5.1,7.2,4.5
11000,DC,6.5,9.0,6.1
11001,DC,6.5,9.0,6.1
12000,FL,6.3,8.5,4.8
12001,FL,4.4,6.6,4.3
12003,FL,5.8,8.6,4.9
12005,FL,5.7,8.6,4.7
12007,FL,5.0,7.6,4.2
12009,FL,6.7,9.4,5.1
12011,FL,5.6,8.0,4.5
12013,FL,5.5,9.1,5.7
12015,FL,8.3,9.5,5.3
12017,FL,8.3,10.8,6.7
12019,FL,5.5,7.6,4.5
12021,FL,7.1,8.4,4.6
12023,FL,5.7,8.8,4.9
12027,FL,6.9,9.9,5.3
12029,FL,7.6,10.2,5.4
12031,FL,6.4,8.7,4.9
12033,FL,6.2,8.4,4.9
12035,FL,9.9,9.9,5.5
12037,FL,4.9,6.5,4.3
12039,FL,6.3,10.3,6.2
12041,FL,5.8,9.1,5.0
12043,FL,7.1,7.7,6.2
12045,FL,6.5,8.1,4.6
12047,FL,7.3,8.9,5.6
12049,FL,6.9,8.9,6.6
12051,FL,11.1,12.8,8.5
12053,FL,8.8,10.6,6.0
12055,FL,7.4,10.3,6.5
12057,FL,6.5,7.9,4.4
12059,FL,5.2,8.8,5.4
12061,FL,8.2,11.0,6.0
12063,FL,5.3,8.7,5.2
12065,FL,5.2,9.2,5.2
12067,FL,4.7,5.7,4.4
12069,FL,6.6,8.8,4.8
12071,FL,8.3,8.8,4.6
12073,FL,4.7,7.0,4.5
12075,FL,7.3,9.3,5.1
12077,FL,4.4,7.9,5.1
12079,FL,7.2,8.6,5.2
12081,FL,7.2,8.1,4.5
12083,FL,8.1,10.2,5.8
12085,FL,7.1,8.3,4.8
12086,FL,4.8,8.3,5.2
12087,FL,4.2,5.7,3.2
12089,FL,5.6,8.0,4.5
12091,FL,4.7,6.7,4.0
12093,FL,8.4,10.0,5.1
12095,FL,6.0,8.2,4.3
12097,FL,6.5,9.5,4.9
12099,FL,6.8,8.5,4.7
12101,FL,7.7,9.0,5.1
12103,FL,6.6,8.0,4.3
12105,FL,6.9,9.6,5.5
12107,FL,7.6,11.8,6.3
12109,FL,5.2,6.5,3.8
12111,FL,8.9,10.9,5.8
12113,FL,5.8,7.5,4.5
12115,FL,7.4,8.4,4.5
12117,FL,5.8,8.1,4.3
12119,FL,5.8,10.5,7.1
12121,FL,6.1,8.0,4.9
12123,FL,6.7,9.0,5.4
12125,FL,5.0,7.2,4.3
12127,FL,6.8,9.5,5.0
12129,FL,4.6,7.3,4.1
12131,FL,4.6,7.3,4.3
12133,FL,6.5,8.8,5.1
13000,GA,6.2,9.2,5.4
13001,GA,7.0,11.2,6.4
13003,GA,8.3,11.5,5.2
13005,GA,6.2,9.7,5.2
13007,GA,6.4,11.0,7.7
13009,GA,7.8,11.6,6.8
13011,GA,4.5,8.2,4.9
13013,GA,6.3,8.6,4.7
13015,GA,7.1,9.9,5.1
13017,GA,10.8,13.9,8.2
13019,GA,7.0,10.2,6.1
13021,GA,6.5,10.5,5.9
13023,GA,7.3,12.6,7.9
13025,GA,6.4,12.0,6.7
13027,GA,5.7,9.2,5.2
13029,GA,4.9,8.3,4.9
13031,GA,6.1,9.8,5.7
13033,GA,8.7,12.4,7.7
13035,GA,7.5,10.3,5.6
13037,GA,8.0,7.8,5.6
13039,GA,5.6,8.6,5.8
13043,GA,6.3,8.7,4.8
13045,GA,6.7,10.3,6.0
13047,GA,5.1,7.5,4.8
13049,GA,6.7,9.3,5.6
13051,GA,5.6,9.2,5.2
13053,GA,12.2,11.7,8.3
13055,GA,9.8,10.2,6.3
13057,GA,5.3,7.1,4.3
13059,GA,5.1,8.7,5.5
13061,GA,7.2,12.5,10.4
13063,GA,7.6,12.0,6.6
13065,GA,7.2,9.7,6.1
13067,GA,5.6,7.7,4.6
13069,GA,8.3,11.4,5.8
13071,GA,6.0,8.8,5.3
13073,GA,4.8,7.0,4.6
13075,GA,7.7,9.5,5.4
13077,GA,5.7,8.0,5.0
13079,GA,6.0,9.8,5.9
13081,GA,7.7,12.5,6.0
13083,GA,5.7,7.6,5.0
13085,GA,5.9,8.6,4.7
13087,GA,7.6,10.1,6.6
13089,GA,6.4,9.4,5.4
13091,GA,6.7,11.5,7.3
13093,GA,6.7,11.5,5.8
13095,GA,7.0,11.3,6.8
13097,GA,6.4,9.6,5.6
13099,GA,6.6,10.2,6.9
13101,GA,4.3,7.4,4.3
13103,GA,4.8,8.4,4.8
13105,GA,8.3,12.6,6.5
13107,GA,7.4,12.4,7.7
13109,GA,6.3,8.6,4.9
13111,GA,6.2,10.2,5.3
13113,GA,5.2,7.6,4.7
13115,GA,6.5,10.9,6.0
13117,GA,4.8,6.6,4.2
13119,GA,7.0,11.3,5.2
13121,GA,6.4,9.1,5.4
13123,GA,5.9,10.6,5.7
13125,GA,6.8,9.7,6.0
13127,GA,5.0,9.5,5.3
13129,GA,7.4,9.8,5.6
13131,GA,6.0,8.6,5.4
13133,GA,6.8,11.1,6.0
13135,GA,5.6,7.8,4.8
13137,GA,5.7,9.5,5.3
13139,GA,5.4,7.8,4.5
13141,GA,13.0,17.0,8.4
13143,GA,6.6,10.2,5.8
13145,GA,4.7,7.2,4.9
13147,GA,8.8,10.3,5.4
13149,GA,7.6,10.3,5.9
13151,GA,6.1,9.4,5.5
13153,GA,5.2,8.0,5.3
13155,GA,9.9,11.7,7.8
13157,GA,6.2,8.2,4.3
13159,GA,8.3,9.8,4.8
13161,GA,9.8,11.5,6.4
13163,GA,9.8,13.2,7.4
13165,GA,15.7,13.7,7.5
13167,GA,8.0,10.0,6.1
13169,GA,5.8,8.5,4.8
13171,GA,7.4,12.1,6.6
13173,GA,5.8,9.4,5.8
13175,GA,7.1,12.3,6.6
13177,GA,4.5,7.7,4.7
13179,GA,6.0,8.9,5.8
13181,GA,7.1,10.8,5.9
13183,GA,4.4,8.5,5.4
13185,GA,5.4,9.1,5.3
13187,GA,7.0,8.4,4.8
13189,GA,7.8,12.6,7.3
13191,GA,5.9,9.8,5.8
13193,GA,8.4,13.3,8.3
13195,GA,5.2,8.9,4.9
13197,GA,6.2,10.0,7.3
13199,GA,8.5,12.0,6.9
13201,GA,4.9,8.2,5.4
13205,GA,6.8,8.9,6.6
13207,GA,5.6,8.6,5.2
13209,GA,7.3,11.6,7.4
13211,GA,6.0,9.0,5.0
13213,GA,7.4,12.8,7.1
13215,GA,6.2,9.8,6.8
13217,GA,7.5,11.0,6.0
13219,GA,4.0,6.3,4.1
13221,GA,5.2,8.5,4.9
13223,GA,5.9,8.3,4.6
13225,GA,7.1,11.1,7.0
13227,GA,5.9,9.1,4.9
13229,GA,5.4,9.5,5.3
13231,GA,6.6,9.2,5.2
13233,GA,6.3,10.0,6.1
13235,GA,5.3,9.0,5.9
13237,GA,7.1,11.5,7.0
13239,GA,8.6,9.5,7.3
13241,GA,6.4,11.5,5.9
13243,GA,8.4,12.5,8.4
13245,GA,7.2,10.6,6.8
13247,GA,6.9,10.2,5.8
13249,GA,6.6,10.4,6.3
13251,GA,7.8,13.8,7.5
13253,GA,7.3,10.9,7.9
13255,GA,8.5,12.5,6.9
13257,GA,6.2,10.5,5.9
13259,GA,7.8,9.3,6.4
13261,GA,7.7,11.9,7.6
13263,GA,6.6,10.1,6.7
13265,GA,8.1,14.2,6.9
13267,GA,6.6,8.3,5.3
13269,GA,7.5,13.4,7.5
13271,GA,10.7,11.8,8.4
13273,GA,6.6,10.9,6.5
13275,GA,5.8,9.7,6.2
13277,GA,7.1,10.1,5.4
13279,GA,7.2,11.8,7.8
13281,GA,5.9,11.3,6.8
13283,GA,8.5,13.5,7.7
13285,GA,8.1,9.8,5.1
13287,GA,8.1,11.7,6.5
13289,GA,6.9,14.9,8.7
13291,GA,5.8,8.8,4.7
13293,GA,8.3,10.7,6.4
13295,GA,6.6,9.0,5.6
13297,GA,6.4,9.1,4.9
13299,GA,6.6,10.1,5.4
13301,GA,10.2,15.0,6.9
13303,GA,7.9,10.3,6.3
13305,GA,7.7,10.7,6.8
13307,GA,5.2,9.9,8.6
13309,GA,7.1,13.3,9.0
13311,GA,5.5,8.7,4.6
13313,GA,7.6,10.6,6.1
13315,GA,8.2,11.6,7.2
13317,GA,8.3,12.2,6.6
13319,GA,6.9,11.5,6.3
13321,GA,6.7,10.2,5.8
15000,HI,4.3,6.0,3.0
15001,HI,6.0,8.2,3.6
15003,HI,3.8,5.4,2.8
15007,HI,4.8,7.2,3.1
15009,HI,4.9,6.4,3.0
16000,ID,5.1,7.2,3.8
16001,ID,4.9,6.2,3.3
16003,ID,10.6,14.9,6.9
16005,ID,4.7,6.9,3.6
16007,ID,3.3,5.6,4.6
16009,ID,10.1,12.2,5.9
16011,ID,4.0,6.4,3.5
16013,ID,3.9,7.0,3.2
16015,ID,6.0,9.5,5.3
16017,ID,6.6,10.5,5.4
16019,ID,3.6,6.3,3.2
16021,ID,8.8,9.4,5.2
16023,ID,4.3,8.2,4.1
16025,ID,4.4,9.1,3.6
16027,ID,6.5,9.1,4.4
16029,ID,3.7,6.1,3.6
16031,ID,3.9,5.8,3.0
16033,ID,3.5,7.5,3.3
16035,ID,11.0,12.6,7.3
16037,ID,4.6,8.1,5.1
16039,ID,5.7,7.5,4.1
16041,ID,3.4,4.6,3.1
16043,ID,5.0,6.2,3.4
16045,ID,7.1,9.4,4.7
16047,ID,3.5,5.7,3.1
16049,ID,7.6,10.9,5.7
16051,ID,3.8,6.1,3.1
16053,ID,4.3,6.5,3.1
16055,ID,5.8,8.8,4.7
16057,ID,4.2,5.8,3.2
16059,ID,6.9,9.8,6.1
16061,ID,3.9,5.4,6.4
16063,ID,5.6,9.2,4.5
16065,ID,3.6,4.6,2.4
16067,ID,4.6,6.1,3.2
16069,ID,4.6,5.8,3.3
16071,ID,3.5,4.9,3.6
16073,ID,3.1,4.1,4.6
16075,ID,6.0,7.9,4.6
16077,ID,5.3,7.8,4.1
16079,ID,8.4,13.1,7.1
16081,ID,2.9,5.9,3.2
16083,ID,4.1,6.9,3.4
16085,ID,9.0,11.2,5.4
16087,ID,5.8,8.4,5.5
17000,IL,6.3,9.0,5.8
17001,IL,4.8,6.5,4.8
17003,IL,9.5,11.9,9.3
17005,IL,6.6,9.0,5.1
17007,IL,9.3,10.4,6.4
17009,IL,3.8,5.9,3.4
17011,IL,6.1,9.2,6.0
17013,IL,7.2,10.0,6.2
17015,IL,6.5,8.2,5.7
17017,IL,5.3,8.5,5.6
17019,IL,5.5,7.1,5.0
17021,IL,6.5,9.3,6.4
17023,IL,7.9,9.6,5.8
17025,IL,7.2,9.6,6.8
17027,IL,6.1,6.6,4.5
17029,IL,6.1,8.8,5.9
17031,IL,6.4,9.6,6.0
17033,IL,6.5,7.7,6.2
17035,IL,7.1,7.8,5.2
17037,IL,5.8,8.4,5.3
17039,IL,5.9,8.0,5.7
17041,IL,5.8,7.2,4.7
17043,IL,5.0,7.5,4.7
17045,IL,6.9,9.7,6.0
17047,IL,6.3,7.8,5.8
17049,IL,5.5,6.5,4.7
17051,IL,7.8,9.0,6.6
17053,IL,6.1,7.4,5.4
17055,IL,9.2,10.6,8.1
17057,IL,6.5,9.9,7.4
17059,IL,8.0,8.4,7.6
17061,IL,6.0,8.4,5.8
17063,IL,7.2,11.5,6.7
17065,IL,6.8,8.0,6.3
17067,IL,6.8,8.3,6.5
17069,IL,9.2,10.5,9.7
